cliente_id,region,experiencia_digital,satisfaccion_servicio,ingreso_anual_soles,gasto_mensual_soles,ratio_deuda,indice_ahorro,clase
CLI-01827,Lima,Medio,Alta,61984.53,2689.59,0.1551,0.6961,Clase_A_bajo_riesgo
CLI-00528,Lima,Muy alto,Media,50858.2,2413.19,0.3227,0.4143,Clase_A_bajo_riesgo
CLI-00802,Lima,Alto,Alta,63629.86,3689.25,0.2325,0.7913,Clase_B_riesgo_medio
CLI-00754,Lima,Medio,Baja,54341.47,2832.01,0.6621,0.2462,Clase_C_alto_riesgo
CLI-01483,Arequipa,Bajo,Alta,57486.92,2918.65,0.2356,0.7942,Clase_B_riesgo_medio
CLI-00535,La Libertad,Alto,Alta,94175.37,5008.12,0.4364,0.5189,Clase_A_bajo_riesgo
CLI-00359,Junín,Medio,Muy baja,36963.58,2386.23,0.409,0.5302,Clase_B_riesgo_medio
CLI-00165,Lima,Medio,Muy baja,27761.21,1569.25,0.3729,0.5117,Clase_C_alto_riesgo
CLI-00840,Cusco,Medio,Muy baja,44279.93,1865.4,0.2578,0.543,Clase_B_riesgo_medio
CLI-01958,Arequipa,Medio,Muy baja,60922.41,3103.45,0.4344,0.4875,Clase_B_riesgo_medio
CLI-00864,Arequipa,Medio,Muy baja,29114.76,1524.65,0.5886,0.1936,Clase_C_alto_riesgo
CLI-00395,Lima,Alto,Baja,67626.13,2990.91,0.3564,0.6619,Clase_A_bajo_riesgo
CLI-01673,Piura,Alto,Alta,82465.36,4120.28,0.3121,0.6501,Clase_A_bajo_riesgo
CLI-01574,Piura,Muy alto,Media,68943.7,3104.46,0.3744,0.4259,Clase_B_riesgo_medio
CLI-00903,Lima,Bajo,Baja,56103.98,2855.17,0.3984,0.5341,Clase_B_riesgo_medio
CLI-00870,Junín,Medio,Media,45309.68,2025.81,0.3542,0.5467,Clase_B_riesgo_medio
CLI-00854,Piura,Muy alto,Muy baja,41187.33,2308.25,0.7154,0.286,Clase_C_alto_riesgo
CLI-01902,Lima,Medio,Alta,42570.71,2565.53,0.2375,0.7498,Clase_A_bajo_riesgo
CLI-00249,Junín,Medio,Baja,64808.13,2690.35,0.5086,0.3634,Clase_C_alto_riesgo
CLI-01337,Lima,Alto,Muy alta,82087.99,3428.81,0.2316,0.6862,Clase_B_riesgo_medio
CLI-00617,Lima,Medio,Baja,25514.29,1618.57,0.4317,0.4892,Clase_C_alto_riesgo
CLI-01114,Arequipa,Bajo,Alta,34578.32,2163.97,0.1701,0.615,Clase_B_riesgo_medio
CLI-01486,Lima,Medio,Muy alta,84781.21,3912.65,0.1445,0.8583,Clase_B_riesgo_medio
CLI-00640,Lima,Alto,Baja,64253.76,3054.97,0.4074,0.4616,Clase_B_riesgo_medio
CLI-01227,Lima,Bajo,Media,33495.3,1877.35,0.3239,0.5276,Clase_C_alto_riesgo
CLI-00068,Piura,Bajo,Muy baja,28987.16,1211.82,0.5664,0.2655,Clase_C_alto_riesgo
CLI-00546,Lima,Medio,Baja,36387.12,2015.95,0.3756,0.5416,Clase_C_alto_riesgo
CLI-00016,Lima,Medio,Media,67163.86,3142.72,0.4539,0.4783,Clase_C_alto_riesgo
CLI-01914,Lima,Muy alto,Muy alta,64635.92,2830.83,0.1718,0.8527,Clase_A_bajo_riesgo
CLI-00978,Lima,Bajo,Media,36405.23,1702.67,0.2418,0.6358,Clase_B_riesgo_medio
CLI-00736,Piura,Alto,Media,28708.81,1163.25,0.1452,0.7546,Clase_A_bajo_riesgo
CLI-00910,Lima,Medio,Media,55991.37,3282.98,0.0478,0.7643,Clase_A_bajo_riesgo
CLI-01888,Lima,Medio,Muy alta,75132.66,3205.54,0.0801,0.8934,Clase_A_bajo_riesgo
CLI-00624,Arequipa,Alto,Alta,52357.76,2688.52,0.1084,0.6343,Clase_A_bajo_riesgo
CLI-01648,Piura,Medio,Media,27270.49,1081.27,0.0673,0.8639,Clase_A_bajo_riesgo
CLI-01729,Piura,Bajo,Baja,31468.01,1547.12,0.4514,0.5065,Clase_C_alto_riesgo
CLI-00501,La Libertad,Alto,Muy alta,63006.05,3687.81,0.069,0.8033,Clase_A_bajo_riesgo
CLI-01660,Arequipa,Muy alto,Alta,50398.39,2234.05,0.02,0.98,Clase_A_bajo_riesgo
CLI-01184,Junín,Bajo,Baja,45384.28,2303.26,0.1874,0.7221,Clase_C_alto_riesgo
CLI-00255,Lima,Alto,Muy alta,126347.36,5553.0,0.2128,0.7307,Clase_A_bajo_riesgo
CLI-00152,Lima,Bajo,Media,42187.57,1799.89,0.2257,0.6622,Clase_B_riesgo_medio
CLI-01263,Lima,Medio,Media,84160.96,3726.24,0.2548,0.6932,Clase_B_riesgo_medio
CLI-00209,Lima,Medio,Baja,40952.4,2728.45,0.2782,0.5145,Clase_C_alto_riesgo
CLI-01035,Lima,Bajo,Media,68731.05,3173.75,0.2547,0.656,Clase_B_riesgo_medio
CLI-00375,Lima,Alto,Baja,56993.71,3223.44,0.3152,0.6882,Clase_A_bajo_riesgo
CLI-00914,Lima,Muy alto,Alta,53755.6,2477.06,0.3211,0.6059,Clase_A_bajo_riesgo
CLI-01055,Junín,Medio,Alta,67722.97,3048.64,0.2065,0.6461,Clase_B_riesgo_medio
CLI-00144,Lima,Medio,Alta,35016.98,1701.78,0.2335,0.7703,Clase_A_bajo_riesgo
CLI-00824,Lima,Bajo,Baja,78702.76,4341.93,0.4306,0.4339,Clase_B_riesgo_medio
CLI-01168,Arequipa,Bajo,Baja,62554.6,3044.63,0.4157,0.4717,Clase_C_alto_riesgo
CLI-01907,Junín,Medio,Muy alta,66342.61,3453.8,0.143,0.7144,Clase_A_bajo_riesgo
CLI-00639,Lima,Muy alto,Alta,66009.41,3944.7,0.2234,0.8453,Clase_A_bajo_riesgo
CLI-00980,Cusco,Muy alto,Alta,79891.43,3823.36,0.1838,0.8534,Clase_A_bajo_riesgo
CLI-01987,La Libertad,Bajo,Alta,59577.05,2979.38,0.1707,0.7965,Clase_A_bajo_riesgo
CLI-01721,Lima,Medio,Alta,38602.62,2079.37,0.1178,0.7873,Clase_A_bajo_riesgo
CLI-00743,La Libertad,Bajo,Media,34155.36,1506.89,0.1695,0.6581,Clase_C_alto_riesgo
CLI-01835,Piura,Medio,Muy alta,47876.26,2620.96,0.1142,0.7707,Clase_A_bajo_riesgo
CLI-01341,Lima,Alto,Muy alta,25991.44,1077.38,0.1256,0.8131,Clase_A_bajo_riesgo
CLI-00808,Junín,Bajo,Media,48435.29,2405.84,0.314,0.5251,Clase_C_alto_riesgo
CLI-00189,Arequipa,Alto,Alta,53206.39,2457.18,0.1347,0.6927,Clase_B_riesgo_medio
CLI-00360,Cusco,Bajo,Baja,49576.38,2615.15,0.3906,0.5355,Clase_C_alto_riesgo
CLI-00238,Lima,Bajo,Media,24917.47,1116.62,0.3176,0.557,Clase_C_alto_riesgo
CLI-00013,Piura,Alto,Muy baja,41382.63,2108.75,0.5597,0.4224,Clase_C_alto_riesgo
CLI-01416,Junín,Medio,Media,40050.92,2242.37,0.3486,0.6773,Clase_B_riesgo_medio
CLI-01131,La Libertad,Alto,Muy alta,105184.35,5642.7,0.2478,0.7509,Clase_A_bajo_riesgo
CLI-01575,Lima,Alto,Baja,39833.92,2161.18,0.2068,0.7457,Clase_A_bajo_riesgo
CLI-01187,La Libertad,Medio,Baja,39007.87,1645.55,0.4432,0.3735,Clase_C_alto_riesgo
CLI-00435,Lima,Muy alto,Alta,168616.59,7244.56,0.5375,0.2742,Clase_A_bajo_riesgo
CLI-01364,Cusco,Bajo,Alta,63465.17,3177.43,0.2728,0.551,Clase_B_riesgo_medio
CLI-00834,Lima,Medio,Muy baja,41811.21,2220.2,0.7827,0.052,Clase_C_alto_riesgo
CLI-01981,Lima,Alto,Media,45565.53,2105.95,0.1734,0.7912,Clase_A_bajo_riesgo
CLI-00044,Junín,Bajo,Media,49596.18,2420.2,0.4025,0.467,Clase_C_alto_riesgo
CLI-01378,Arequipa,Bajo,Muy baja,33114.18,2034.22,0.4698,0.3372,Clase_C_alto_riesgo
CLI-01409,Cusco,Bajo,Muy alta,58333.87,3564.12,0.157,0.7994,Clase_B_riesgo_medio
CLI-01485,Lima,Medio,Media,45901.39,2402.93,0.1356,0.6869,Clase_B_riesgo_medio
CLI-01692,Arequipa,Medio,Media,60003.44,2860.72,0.4318,0.4337,Clase_B_riesgo_medio
CLI-01784,Cusco,Alto,Media,54822.8,3373.49,0.1302,0.6948,Clase_A_bajo_riesgo
CLI-01401,Lima,Bajo,Baja,34395.97,1915.74,0.2829,0.6929,Clase_B_riesgo_medio
CLI-00985,La Libertad,Medio,Media,57808.88,2605.88,0.2025,0.6677,Clase_A_bajo_riesgo
CLI-01866,Junín,Medio,Muy baja,27234.23,1678.52,0.4312,0.3519,Clase_C_alto_riesgo
CLI-00446,Junín,Medio,Baja,50024.07,2595.42,0.3911,0.485,Clase_C_alto_riesgo
CLI-00011,Lima,Bajo,Muy baja,40671.51,2188.34,0.288,0.4906,Clase_C_alto_riesgo
CLI-00129,Lima,Alto,Alta,52289.68,2570.01,0.02,0.9629,Clase_A_bajo_riesgo
CLI-00578,Junín,Medio,Baja,47744.46,2042.42,0.3859,0.552,Clase_C_alto_riesgo
CLI-00562,Lima,Alto,Baja,56930.81,2115.13,0.5272,0.3207,Clase_C_alto_riesgo
CLI-01535,Lima,Bajo,Baja,60566.45,3066.02,0.553,0.3618,Clase_C_alto_riesgo
CLI-01475,Lima,Alto,Media,68653.36,3575.91,0.1952,0.6657,Clase_A_bajo_riesgo
CLI-01077,Lima,Muy alto,Baja,38795.01,2199.89,0.2594,0.6651,Clase_A_bajo_riesgo
CLI-00771,Lima,Bajo,Muy baja,26952.73,1693.97,0.5588,0.2483,Clase_C_alto_riesgo
CLI-00666,Lima,Medio,Media,53602.47,3057.6,0.355,0.5635,Clase_B_riesgo_medio
CLI-00530,Piura,Muy alto,Baja,77700.32,3742.64,0.3967,0.4865,Clase_B_riesgo_medio
CLI-01586,Lima,Medio,Media,58548.67,2709.95,0.3627,0.4941,Clase_A_bajo_riesgo
CLI-00297,La Libertad,Bajo,Media,15000.0,793.4,0.204,0.6158,Clase_B_riesgo_medio
CLI-00540,Lima,Alto,Media,67264.7,2821.45,0.3383,0.6248,Clase_A_bajo_riesgo
CLI-00866,Cusco,Medio,Media,67357.13,3062.13,0.2498,0.4718,Clase_C_alto_riesgo
CLI-00331,Lima,Bajo,Media,29692.97,1564.23,0.2653,0.708,Clase_B_riesgo_medio
CLI-01141,Piura,Medio,Muy alta,34400.67,1734.58,0.111,0.8529,Clase_A_bajo_riesgo
CLI-00812,Piura,Medio,Media,81670.24,3998.09,0.3047,0.5744,Clase_B_riesgo_medio
CLI-00502,Arequipa,Alto,Muy alta,137415.13,5957.36,0.1663,0.6915,Clase_A_bajo_riesgo
CLI-01188,Lima,Medio,Muy alta,50532.86,2650.09,0.079,0.7501,Clase_A_bajo_riesgo
CLI-01879,Lima,Medio,Alta,114729.91,4688.73,0.4242,0.4673,Clase_B_riesgo_medio
CLI-01753,Lima,Medio,Muy alta,41071.26,1559.34,0.2291,0.7524,Clase_C_alto_riesgo
CLI-00983,Lima,Alto,Media,74995.01,3394.81,0.1827,0.7501,Clase_A_bajo_riesgo
CLI-01245,La Libertad,Alto,Alta,42441.1,2249.15,0.3675,0.5991,Clase_B_riesgo_medio
CLI-01092,Cusco,Muy alto,Alta,68743.9,3853.22,0.1146,0.8763,Clase_A_bajo_riesgo
CLI-00916,Arequipa,Alto,Media,56102.53,2778.81,0.6091,0.2728,Clase_C_alto_riesgo
CLI-00137,Arequipa,Bajo,Baja,26670.99,1658.56,0.4337,0.3627,Clase_C_alto_riesgo
CLI-00607,Lima,Bajo,Baja,45972.07,2673.21,0.3369,0.5831,Clase_B_riesgo_medio
CLI-00895,La Libertad,Bajo,Muy baja,50256.9,2385.06,0.4671,0.4416,Clase_C_alto_riesgo
CLI-00158,La Libertad,Medio,Media,58585.91,3173.13,0.2957,0.5861,Clase_B_riesgo_medio
CLI-01927,Cusco,Medio,Alta,71925.93,3719.87,0.1948,0.7395,Clase_B_riesgo_medio
CLI-00407,Lima,Medio,Muy baja,71983.1,3632.22,0.1683,0.607,Clase_A_bajo_riesgo
CLI-00733,La Libertad,Bajo,Baja,54900.95,2742.32,0.5488,0.3333,Clase_C_alto_riesgo
CLI-01120,Lima,Bajo,Media,29222.57,1721.09,0.3986,0.5991,Clase_C_alto_riesgo
CLI-01208,Arequipa,Alto,Muy alta,131559.82,7427.9,0.1189,0.9022,Clase_A_bajo_riesgo
CLI-01445,Piura,Muy alto,Muy alta,130786.99,7308.66,0.2211,0.7928,Clase_A_bajo_riesgo
CLI-01576,Lima,Medio,Alta,59867.84,2431.13,0.3688,0.5035,Clase_C_alto_riesgo
CLI-01042,Piura,Muy alto,Alta,87294.97,4123.62,0.2965,0.6674,Clase_B_riesgo_medio
CLI-00056,Junín,Alto,Muy alta,105749.74,5209.01,0.0898,0.7788,Clase_A_bajo_riesgo
CLI-01415,Arequipa,Alto,Muy alta,80610.91,4818.51,0.3913,0.493,Clase_B_riesgo_medio
CLI-01526,Lima,Bajo,Muy baja,32344.26,1891.11,0.6464,0.2394,Clase_C_alto_riesgo
CLI-00373,Lima,Alto,Baja,104717.76,5921.87,0.5704,0.2605,Clase_C_alto_riesgo
CLI-00511,Cusco,Bajo,Muy baja,39973.99,1764.32,0.424,0.4392,Clase_C_alto_riesgo
CLI-01903,La Libertad,Muy alto,Baja,62569.19,3537.84,0.3552,0.5131,Clase_A_bajo_riesgo
CLI-01675,Piura,Medio,Baja,62528.97,2688.42,0.1451,0.6405,Clase_B_riesgo_medio
CLI-00636,Arequipa,Alto,Alta,54097.72,2674.03,0.2156,0.7536,Clase_B_riesgo_medio
CLI-01755,Junín,Bajo,Media,57774.56,2671.6,0.3159,0.5252,Clase_B_riesgo_medio
CLI-01328,Piura,Medio,Muy baja,27282.28,1964.29,0.6391,0.1932,Clase_C_alto_riesgo
CLI-00635,Lima,Alto,Muy alta,65364.57,3149.98,0.0854,0.7748,Clase_A_bajo_riesgo
CLI-00264,Arequipa,Medio,Media,48564.88,2208.83,0.0741,0.6716,Clase_B_riesgo_medio
CLI-00924,Piura,Bajo,Alta,32360.19,2008.3,0.1494,0.6803,Clase_B_riesgo_medio
CLI-01459,Lima,Alto,Baja,91627.84,4607.73,0.4333,0.4516,Clase_B_riesgo_medio
CLI-01760,Arequipa,Alto,Baja,51393.1,3107.1,0.5806,0.4007,Clase_C_alto_riesgo
CLI-01935,La Libertad,Medio,Muy alta,29467.87,1172.04,0.1206,0.7222,Clase_B_riesgo_medio
CLI-00779,La Libertad,Medio,Baja,80403.41,3943.62,0.3219,0.5832,Clase_B_riesgo_medio
CLI-01205,Arequipa,Alto,Muy alta,65848.26,2848.61,0.1545,0.7067,Clase_A_bajo_riesgo
CLI-01408,Piura,Muy alto,Media,56565.62,3029.6,0.4813,0.4439,Clase_B_riesgo_medio
CLI-00337,Piura,Medio,Muy alta,60740.73,2942.06,0.0933,0.98,Clase_A_bajo_riesgo
CLI-01917,Piura,Alto,Media,63979.7,3807.93,0.3261,0.5399,Clase_A_bajo_riesgo
CLI-00405,Lima,Alto,Media,25792.26,1552.81,0.4709,0.3927,Clase_C_alto_riesgo
CLI-01830,Lima,Bajo,Muy baja,43319.6,2527.84,0.8498,0.1397,Clase_C_alto_riesgo
CLI-00015,Lima,Medio,Muy baja,30317.79,1548.27,0.7498,0.1629,Clase_C_alto_riesgo
CLI-01909,Lima,Medio,Media,50611.31,2301.2,0.1874,0.6755,Clase_B_riesgo_medio
CLI-01552,Cusco,Bajo,Baja,41575.97,1925.38,0.4861,0.3724,Clase_C_alto_riesgo
CLI-00923,Piura,Alto,Alta,75417.24,4102.46,0.3434,0.6379,Clase_B_riesgo_medio
CLI-01410,Piura,Bajo,Baja,26447.32,1544.22,0.2256,0.6867,Clase_B_riesgo_medio
CLI-00119,Piura,Bajo,Muy alta,65819.77,2612.19,0.2311,0.617,Clase_C_alto_riesgo
CLI-01209,Lima,Medio,Muy alta,40956.27,2194.65,0.1008,0.8308,Clase_B_riesgo_medio
CLI-01945,Piura,Bajo,Muy baja,46367.94,2543.65,0.5359,0.2001,Clase_C_alto_riesgo
CLI-00138,La Libertad,Alto,Media,39394.49,1941.25,0.3609,0.5733,Clase_B_riesgo_medio
CLI-00718,Junín,Muy alto,Alta,110516.68,4748.07,0.4395,0.3722,Clase_B_riesgo_medio
CLI-00602,Lima,Bajo,Baja,41836.9,2071.51,0.5344,0.4234,Clase_C_alto_riesgo
CLI-00940,Cusco,Bajo,Baja,33719.78,2041.52,0.3128,0.508,Clase_C_alto_riesgo
CLI-00992,La Libertad,Alto,Baja,65025.94,3195.37,0.7629,0.1454,Clase_C_alto_riesgo
CLI-00677,Lima,Medio,Media,34591.14,1908.19,0.1628,0.8682,Clase_A_bajo_riesgo
CLI-00693,Arequipa,Bajo,Baja,34566.09,2273.28,0.3663,0.4277,Clase_B_riesgo_medio
CLI-01857,La Libertad,Medio,Media,51488.38,2494.16,0.2806,0.5508,Clase_B_riesgo_medio
CLI-00159,Lima,Medio,Media,48997.09,1970.95,0.2089,0.6716,Clase_B_riesgo_medio
CLI-00519,Junín,Alto,Alta,60950.35,3050.83,0.1777,0.748,Clase_A_bajo_riesgo
CLI-00589,Lima,Bajo,Muy alta,18448.07,1346.89,0.2014,0.7192,Clase_B_riesgo_medio
CLI-01818,La Libertad,Alto,Muy baja,35169.79,1683.2,0.5623,0.4506,Clase_B_riesgo_medio
CLI-01600,Piura,Alto,Alta,96447.78,4946.84,0.3598,0.5261,Clase_A_bajo_riesgo
CLI-00353,Cusco,Medio,Media,79531.79,4293.59,0.2859,0.6238,Clase_B_riesgo_medio
CLI-01963,Piura,Bajo,Muy baja,24968.55,906.12,0.2678,0.5221,Clase_B_riesgo_medio
CLI-00783,Lima,Muy alto,Alta,81151.92,3083.75,0.2198,0.6106,Clase_B_riesgo_medio
CLI-01786,Piura,Bajo,Media,31993.71,1926.68,0.3236,0.5627,Clase_B_riesgo_medio
CLI-00836,Lima,Muy alto,Media,93472.05,4938.0,0.478,0.4854,Clase_B_riesgo_medio
CLI-01923,Cusco,Alto,Media,40637.07,2154.93,0.2846,0.7606,Clase_A_bajo_riesgo
CLI-00003,La Libertad,Alto,Baja,47076.48,2521.03,0.1774,0.5486,Clase_A_bajo_riesgo
CLI-00716,Junín,Medio,Media,28531.63,1258.22,0.3042,0.5708,Clase_B_riesgo_medio
CLI-01439,Lima,Muy alto,Media,63229.94,2914.64,0.3058,0.7356,Clase_A_bajo_riesgo
CLI-01370,Lima,Alto,Media,79242.41,3909.31,0.5056,0.4089,Clase_C_alto_riesgo
CLI-00164,Arequipa,Alto,Alta,42043.25,1922.52,0.1396,0.8144,Clase_A_bajo_riesgo
CLI-00887,Cusco,Medio,Media,71276.73,3743.28,0.2277,0.6846,Clase_B_riesgo_medio
CLI-01559,Piura,Bajo,Alta,104566.8,5673.97,0.322,0.5863,Clase_B_riesgo_medio
CLI-00022,Lima,Medio,Alta,60836.1,2897.84,0.2108,0.6733,Clase_A_bajo_riesgo
CLI-01658,Lima,Medio,Baja,45517.59,2386.62,0.5795,0.4104,Clase_C_alto_riesgo
CLI-01735,Lima,Bajo,Baja,33982.78,1426.54,0.2822,0.542,Clase_B_riesgo_medio
CLI-00228,Lima,Medio,Baja,40364.26,2167.15,0.4297,0.337,Clase_C_alto_riesgo
CLI-00860,Lima,Bajo,Alta,54970.05,2670.38,0.1903,0.6756,Clase_B_riesgo_medio
CLI-01759,Lima,Medio,Muy alta,74892.56,3661.57,0.0513,0.8969,Clase_A_bajo_riesgo
CLI-01885,Lima,Alto,Baja,55561.92,2994.59,0.4006,0.4752,Clase_C_alto_riesgo
CLI-01202,Lima,Medio,Alta,64762.61,2654.75,0.2376,0.6246,Clase_B_riesgo_medio
CLI-01395,Lima,Alto,Media,82592.43,4291.32,0.518,0.4133,Clase_C_alto_riesgo
CLI-00757,Cusco,Medio,Media,28293.12,1448.73,0.3485,0.5051,Clase_B_riesgo_medio
CLI-00497,Cusco,Medio,Media,52931.72,2680.27,0.2894,0.5394,Clase_B_riesgo_medio
CLI-01368,Junín,Bajo,Baja,65175.01,3110.68,0.3379,0.4177,Clase_B_riesgo_medio
CLI-01703,Lima,Medio,Muy baja,41739.27,2064.25,0.295,0.5441,Clase_C_alto_riesgo
CLI-00503,Lima,Medio,Baja,43616.25,2512.58,0.4266,0.5164,Clase_C_alto_riesgo
CLI-01464,Cusco,Medio,Media,96371.53,4890.69,0.4059,0.4123,Clase_B_riesgo_medio
CLI-01075,Junín,Medio,Baja,39651.11,1624.97,0.4928,0.2624,Clase_C_alto_riesgo
CLI-00460,Lima,Medio,Baja,44892.28,2539.49,0.3302,0.4467,Clase_C_alto_riesgo
CLI-01298,Lima,Bajo,Media,47085.32,2337.77,0.3122,0.6213,Clase_B_riesgo_medio
CLI-00609,Arequipa,Alto,Media,40919.46,2762.73,0.5723,0.3049,Clase_C_alto_riesgo
CLI-01959,Cusco,Bajo,Media,79688.32,4865.31,0.4106,0.5477,Clase_C_alto_riesgo
CLI-00277,Piura,Alto,Alta,140579.04,7046.26,0.5034,0.4995,Clase_B_riesgo_medio
CLI-00673,Lima,Alto,Media,54887.49,2667.47,0.3193,0.504,Clase_B_riesgo_medio
CLI-01336,Cusco,Alto,Alta,49797.36,2572.77,0.02,0.916,Clase_A_bajo_riesgo
CLI-00379,Piura,Medio,Baja,64731.28,2817.37,0.2812,0.575,Clase_B_riesgo_medio
CLI-01896,La Libertad,Alto,Muy baja,53471.3,2713.3,0.4598,0.4373,Clase_C_alto_riesgo
CLI-01613,Arequipa,Medio,Media,50300.46,2473.03,0.3559,0.5408,Clase_B_riesgo_medio
CLI-01806,La Libertad,Muy alto,Muy alta,79018.56,3702.07,0.02,0.939,Clase_A_bajo_riesgo
CLI-00695,Lima,Muy alto,Muy alta,114978.91,5914.6,0.5089,0.2967,Clase_C_alto_riesgo
CLI-00130,Arequipa,Medio,Media,46146.05,2862.84,0.1302,0.7375,Clase_A_bajo_riesgo
CLI-00478,Cusco,Alto,Muy baja,65603.94,3385.88,0.5365,0.2629,Clase_C_alto_riesgo
CLI-00560,Cusco,Medio,Muy alta,120211.52,5851.16,0.02,0.8077,Clase_A_bajo_riesgo
CLI-01427,Lima,Medio,Muy baja,46558.31,2670.92,0.3019,0.5447,Clase_C_alto_riesgo
CLI-01972,Piura,Medio,Baja,51905.2,3139.49,0.4162,0.4444,Clase_B_riesgo_medio
CLI-00702,Lima,Muy alto,Baja,65235.02,3160.06,0.5494,0.428,Clase_C_alto_riesgo
CLI-01853,Piura,Medio,Alta,91799.51,4648.43,0.1417,0.6685,Clase_A_bajo_riesgo
CLI-00984,Lima,Alto,Alta,110478.55,5143.51,0.3478,0.5571,Clase_B_riesgo_medio
CLI-00286,Lima,Bajo,Media,77163.22,3752.95,0.2345,0.5956,Clase_B_riesgo_medio
CLI-00714,Lima,Medio,Alta,53100.91,3115.0,0.1684,0.842,Clase_A_bajo_riesgo
CLI-01253,Lima,Medio,Media,38794.31,2076.92,0.1436,0.6067,Clase_A_bajo_riesgo
CLI-00675,Lima,Alto,Alta,87878.75,3961.83,0.1466,0.7547,Clase_A_bajo_riesgo
CLI-01125,Cusco,Alto,Muy alta,92093.97,5020.58,0.0931,0.8859,Clase_A_bajo_riesgo
CLI-01670,Piura,Medio,Media,67726.85,3417.5,0.1739,0.6403,Clase_B_riesgo_medio
CLI-00739,Arequipa,Muy alto,Muy alta,119313.85,5125.45,0.02,0.93,Clase_A_bajo_riesgo
CLI-01232,Lima,Medio,Muy alta,62468.25,3078.6,0.02,0.7957,Clase_B_riesgo_medio
CLI-00146,Lima,Alto,Media,40143.43,2259.56,0.2847,0.5609,Clase_B_riesgo_medio
CLI-00444,Lima,Alto,Media,45104.55,2194.06,0.2772,0.6815,Clase_A_bajo_riesgo
CLI-01577,Lima,Bajo,Muy baja,47125.05,2228.84,0.4965,0.2581,Clase_C_alto_riesgo
CLI-00749,Junín,Alto,Muy alta,98092.3,4683.83,0.1928,0.8582,Clase_A_bajo_riesgo
CLI-00065,Lima,Bajo,Alta,71026.17,3391.34,0.2151,0.6675,Clase_B_riesgo_medio
CLI-01777,La Libertad,Alto,Muy baja,49776.06,2857.31,0.5396,0.3658,Clase_C_alto_riesgo
CLI-01631,La Libertad,Alto,Baja,26787.35,1478.69,0.2488,0.628,Clase_B_riesgo_medio
CLI-01733,Arequipa,Medio,Media,36592.96,2036.26,0.1411,0.7814,Clase_B_riesgo_medio
CLI-01960,Piura,Bajo,Muy baja,33725.45,1885.15,0.3842,0.4034,Clase_C_alto_riesgo
CLI-01844,Cusco,Medio,Muy baja,42095.77,2051.09,0.5014,0.2202,Clase_C_alto_riesgo
CLI-01791,Lima,Bajo,Media,36440.8,1925.33,0.2101,0.6929,Clase_B_riesgo_medio
CLI-01282,La Libertad,Bajo,Baja,51024.15,2814.17,0.2796,0.5855,Clase_C_alto_riesgo
CLI-00496,Lima,Medio,Muy baja,36543.24,2210.43,0.4112,0.468,Clase_C_alto_riesgo
CLI-01795,Lima,Bajo,Media,56963.7,2290.66,0.2024,0.4961,Clase_C_alto_riesgo
CLI-01737,Arequipa,Alto,Media,39560.89,1710.27,0.2969,0.5278,Clase_B_riesgo_medio
CLI-01210,Junín,Medio,Media,50630.76,2113.09,0.2853,0.5343,Clase_B_riesgo_medio
CLI-01977,Lima,Medio,Media,27412.52,1152.72,0.1877,0.7899,Clase_A_bajo_riesgo
CLI-00857,Lima,Bajo,Baja,40943.75,2141.0,0.4497,0.3814,Clase_C_alto_riesgo
CLI-01621,Arequipa,Alto,Muy baja,39096.85,2421.06,0.4869,0.4289,Clase_B_riesgo_medio
CLI-00568,Arequipa,Medio,Alta,62407.47,2476.6,0.2224,0.6693,Clase_B_riesgo_medio
CLI-00523,Junín,Medio,Media,32681.76,1711.99,0.2442,0.6788,Clase_B_riesgo_medio
CLI-00653,Cusco,Medio,Alta,34280.51,2109.94,0.2194,0.7932,Clase_A_bajo_riesgo
CLI-01555,Lima,Bajo,Media,49299.13,2600.06,0.3325,0.5079,Clase_B_riesgo_medio
CLI-00689,La Libertad,Medio,Media,75699.55,4556.89,0.5414,0.3738,Clase_B_riesgo_medio
CLI-01447,La Libertad,Alto,Media,39143.36,2156.02,0.2691,0.6398,Clase_B_riesgo_medio
CLI-00201,Cusco,Muy alto,Media,83625.51,3151.85,0.3512,0.5817,Clase_A_bajo_riesgo
CLI-00588,Lima,Alto,Media,55327.69,2716.88,0.2421,0.5583,Clase_A_bajo_riesgo
CLI-01850,Cusco,Bajo,Baja,50784.9,3088.68,0.4534,0.3218,Clase_C_alto_riesgo
CLI-01025,Junín,Bajo,Muy baja,30588.62,1409.18,0.509,0.1504,Clase_C_alto_riesgo
CLI-00879,Lima,Medio,Media,60866.59,2969.74,0.2915,0.5804,Clase_A_bajo_riesgo
CLI-00300,Lima,Medio,Baja,43347.56,2333.53,0.3075,0.6786,Clase_B_riesgo_medio
CLI-00805,Arequipa,Medio,Muy alta,50956.99,2437.65,0.0405,0.9296,Clase_A_bajo_riesgo
CLI-01132,Arequipa,Alto,Muy alta,74617.5,3180.96,0.2818,0.5934,Clase_B_riesgo_medio
CLI-01952,Lima,Alto,Media,61133.26,3235.17,0.4354,0.5374,Clase_B_riesgo_medio
CLI-00554,Cusco,Muy alto,Muy alta,42616.21,1734.23,0.1417,0.8541,Clase_A_bajo_riesgo
CLI-01412,Lima,Bajo,Baja,42420.06,2100.39,0.4182,0.5453,Clase_C_alto_riesgo
CLI-00536,Junín,Alto,Baja,88592.28,3853.26,0.6418,0.2804,Clase_C_alto_riesgo
